Id	PosX	PosY	PosZ	ParamADescribe	ParamA	ParamBDescribe	ParamB	ParamCDescribe	ParamC	ParamDDescribe	ParamD	ParamEDescribe	ParamE	ClusterId
40311	255	300.05	328.8	无	0	无	0	寻路前点	40310	寻路后点	40312	无	0	-1
40312	239	300.05	324.6	无	0	无	0	寻路前点	40311	寻路后点	40313	无	0	-1
40313	221.5	300.05	327.6	无	0	无	0	寻路前点	40312	寻路后点	40314	无	0	-1
40314	206.9	300.05	324.9	无	0	无	0	寻路前点	40313	寻路后点	40315	无	0	-1
40315	201	300.05	316.1	无	0	无	0	寻路前点	40314	寻路后点	40297	无	0	-1
40316	339.87	300.05	259.88	无	0	无	0	无	0	寻路后点	40317	无	0	-1
40317	328.99	300.05	263.34	无	0	无	0	寻路前点	40316	寻路后点	40318	无	0	-1
40318	322.96	300.05	271.47	无	0	无	0	寻路前点	40317	寻路后点	40319	无	0	-1
40319	318.94	300.05	280.94	无	0	无	0	寻路前点	40318	寻路后点	40320	无	0	-1
40320	314.82	300.05	292.23	无	0	无	0	寻路前点	40319	寻路后点	40321	无	0	-1
40321	311.66	300.05	301.89	无	0	无	0	寻路前点	40320	寻路后点	40322	无	0	-1
40322	302.7	300.05	308.5	无	0	无	0	寻路前点	40321	寻路后点	40323	无	0	-1
40323	289.7	300.05	312	无	0	无	0	寻路前点	40322	寻路后点	40324	无	0	-1
40324	274	300.05	315.3	无	0	无	0	寻路前点	40323	寻路后点	40325	无	0	-1
40325	259	300.05	317.1	无	0	无	0	寻路前点	40324	寻路后点	40326	无	0	-1
40326	242.1	300.05	319.6	无	0	无	0	寻路前点	40325	寻路后点	40327	无	0	-1
40327	226.7	300.05	323.4	无	0	无	0	寻路前点	40326	寻路后点	40328	无	0	-1
40328	204.6	300.05	322	无	0	无	0	寻路前点	40327	寻路后点	40297	无	0	-1
40329	58.5	300.05	256.46	无	0	无	0	无	0	寻路后点	40330	无	0	-1
40330	76.5	300.05	270.7	无	0	无	0	寻路前点	40329	寻路后点	40331	无	0	-1
40331	85.3	300.05	290.9	无	0	无	0	寻路前点	40330	寻路后点	40332	无	0	-1
40332	103.2	300.05	310.8	无	0	无	0	寻路前点	40331	寻路后点	40333	无	0	-1
40333	134.7	300.05	314.3	无	0	无	0	寻路前点	40332	寻路后点	40334	无	0	-1
40334	168.1	300.05	322.3	无	0	无	0	无	0	寻路后点	40335	无	0	-1
40335	205.6	300.05	328.5	无	0	无	0	寻路前点	40334	寻路后点	40336	无	0	-1
40336	234.3	300.05	325.4	无	0	无	0	寻路前点	40335	寻路后点	40337	无	0	-1
40337	270.7	300.05	315.8	无	0	无	0	无	0	寻路后点	40338	无	0	-1
40338	303.8	300.05	307.4	无	0	无	0	寻路前点	40337	寻路后点	40339	无	0	-1
40339	317.3	300.05	291.9	无	0	无	0	寻路前点	40338	寻路后点	40340	无	0	-1
40340	321.7	300.05	270.6	无	0	无	0	寻路前点	40339	寻路后点	40341	无	0	-1
40341	324.1	300.05	246.4	无	0	无	0	无	0	寻路后点	40342	无	0	-1
40342	323.96	300.05	226.15	无	0	无	0	寻路前点	40341	寻路后点	40343	无	0	-1
40343	319.59	300.05	212.24	无	0	无	0	寻路前点	40342	寻路后点	40344	无	0	-1
40344	291.82	307.43	194.85	无	0	无	0	寻路前点	40343	寻路后点	40345	无	0	-1
40345	269.25	305.46	193.05	无	0	无	0	寻路前点	40344	寻路后点	40346	无	0	-1
40346	246.3	300.22	193.91	无	0	无	0	寻路前点	40345	寻路后点	40347	无	0	-1
40347	228.98	300.22	193.91	无	0	无	0	寻路前点	40346	寻路后点	40348	无	0	-1
40348	212.11	301.44	193.83	无	0	无	0	寻路前点	40347	无	0	无	0	-1
40349	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40334	无	0	-1
40350	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40337	无	0	-1
40351	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40341	无	0	-1
40352	364.47	300.03	252.4	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40353	256.37	300.03	356.79	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40354	143.63	300.03	356.79	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40355	35.53	300.03	252.4	朝向	0	无	0	无	0	无	0	无	0	-1
40356	364.47	300.03	252.4	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40357	256.37	300.03	356.79	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40358	143.63	300.03	356.79	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40359	35.53	300.03	252.4	朝向	0	无	0	无	0	无	0	无	0	-1
40360	374.58	303.09	237.16	朝向	-3.93	无	0	无	0	无	0	无	0	-1
40361	186.76	303.09	376.15	朝向	0	无	0	无	0	无	0	无	0	-1
40362	25.42	303.09	237.16	朝向	0.79	无	0	无	0	无	0	无	0	-1
40363	104.88	305.73	203.13	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40364	104.88	305.73	196.87	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40365	104.88	305.73	190.98	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40366	104.88	305.73	185.88	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40367	90.53	300.43	174.98	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40368	83.53	300.99	169.92	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40369	87.29	300.88	167.3	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40370	95.09	300.37	167.23	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40371	86.83	306.24	139.15	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40372	80.89	306.04	140.63	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40373	80.27	306.52	134.3	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40374	87.45	305.52	145.48	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40375	104.97	300.07	157.76	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40376	104.59	300.05	165.52	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40377	100.56	300.07	163.57	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40378	107.01	300.05	162.61	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40379	72.33	305.37	144.79	朝向	1.49	无	0	无	0	无	0	无	0	-1
40380	68.23	305.59	136.17	朝向	1.49	无	0	无	0	无	0	无	0	-1
40381	67.22	305.33	144.79	朝向	1.49	无	0	无	0	无	0	无	0	-1
40382	73.34	305.67	136.17	朝向	1.49	无	0	无	0	无	0	无	0	-1
40383	134.52	301	290.04	朝向	1.57	无	0	无	0	无	0	无	0	-1
40384	147.44	300.32	289.26	朝向	1.57	无	0	无	0	无	0	无	0	-1
40385	141.58	301.06	288.31	朝向	1.57	无	0	无	0	无	0	无	0	-1
40386	158.63	300.42	287.58	朝向	1.57	无	0	无	0	无	0	无	0	-1
40387	154.12	300.45	290.95	朝向	1.57	无	0	无	0	无	0	无	0	-1
40388	167.45	300.94	293.82	朝向	1.57	无	0	无	0	无	0	无	0	-1
40389	166.14	300.68	288.39	朝向	1.57	无	0	无	0	无	0	无	0	-1
40390	151.47	300.45	286.4	朝向	1.57	无	0	无	0	无	0	无	0	-1
40391	207.31	305.73	285.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40392	202.7	305.73	285.61	朝向	1.57	无	0	无	0	无	0	无	0	-1
40393	197.69	305.73	285.61	朝向	1.57	无	0	无	0	无	0	无	0	-1
40394	192.56	305.73	285.62	朝向	1.57	无	0	无	0	无	0	无	0	-1
40395	270.86	300.49	290.24	朝向	1.57	无	0	无	0	无	0	无	0	-1
40396	257.94	300.34	289.46	朝向	1.57	无	0	无	0	无	0	无	0	-1
40397	263.8	300.59	288.51	朝向	1.57	无	0	无	0	无	0	无	0	-1
40398	246.75	300.34	287.78	朝向	1.57	无	0	无	0	无	0	无	0	-1
40399	251.26	300.38	291.15	朝向	1.57	无	0	无	0	无	0	无	0	-1
40400	238.52	300.64	296.64	朝向	1.57	无	0	无	0	无	0	无	0	-1
40401	239.24	300.68	288.59	朝向	1.57	无	0	无	0	无	0	无	0	-1
40402	250	300.3	285.43	朝向	1.57	无	0	无	0	无	0	无	0	-1
40403	295.15	305.73	203.36	朝向	0	无	0	无	0	无	0	无	0	-1
40404	295.15	305.73	197.1	朝向	0	无	0	无	0	无	0	无	0	-1
40405	295.15	305.73	191.21	朝向	0	无	0	无	0	无	0	无	0	-1
40406	295.15	305.73	186.11	朝向	0	无	0	无	0	无	0	无	0	-1
40407	309.47	300.43	174.98	朝向	0.86	无	0	无	0	无	0	无	0	-1
40408	316.47	300.24	169.92	朝向	0.86	无	0	无	0	无	0	无	0	-1
40409	315.09	300.19	164.41	朝向	0.86	无	0	无	0	无	0	无	0	-1
40410	304.91	300.78	167.23	朝向	0.86	无	0	无	0	无	0	无	0	-1
40411	307.29	300.06	143.77	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40412	313.23	300.35	145.25	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40413	313.85	300.23	138.92	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40414	306.67	300.12	150.1	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40415	303.87	300.12	146.61	朝向	0.67	无	0	无	0	无	0	无	0	-1
40416	302.67	300.39	155.73	朝向	0.67	无	0	无	0	无	0	无	0	-1
40417	308.28	300.13	152.42	朝向	0.67	无	0	无	0	无	0	无	0	-1
40418	300.25	300.18	152.82	朝向	0.67	无	0	无	0	无	0	无	0	-1
40419	334.93	300.9	141.22	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40420	339.03	301.25	132.6	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40421	338.97	300.92	143.86	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40422	333.92	301.02	132.6	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40423	58.5	300.15	256.46	无	0	无	0	无	0	寻路后点	40424	无	0	-1
40424	72.34	300.05	252.21	无	0	无	0	寻路前点	40423	寻路后点	40425	无	0	-1
40425	79.14	300.05	244.65	无	0	无	0	无	0	寻路后点	40426	无	0	-1
40426	81.5	300.18	236	无	0	无	0	寻路前点	40425	寻路后点	40427	无	0	-1
40427	81.62	300.1	229.51	无	0	无	0	寻路前点	40426	寻路后点	40428	无	0	-1
40428	80.6	300.05	222	无	0	无	0	寻路前点	40427	寻路后点	40429	无	0	-1
40429	79.5	300.05	215.1	无	0	无	0	寻路前点	40428	寻路后点	40430	无	0	-1
40430	78.2	300.05	207.8	无	0	无	0	寻路前点	40429	寻路后点	40431	无	0	-1
40431	81.3	300.05	200.9	无	0	无	0	寻路前点	40430	寻路后点	40432	无	0	-1
40432	86.2	300.05	195.2	无	0	无	0	寻路前点	40431	寻路后点	40433	无	0	-1
40433	94.71	302.74	193.99	无	0	无	0	寻路前点	40432	寻路后点	40434	无	0	-1
40434	108.19	307.27	195.05	无	0	无	0	寻路前点	40433	寻路后点	40435	无	0	-1
40435	112.43	307.73	193.61	无	0	无	0	寻路前点	40434	寻路后点	40436	无	0	-1
40436	126.98	307.73	193.6	无	0	无	0	寻路前点	40435	寻路后点	40437	无	0	-1
40437	143.13	302.3	193.59	无	0	无	0	寻路前点	40436	寻路后点	40438	无	0	-1
40438	161.27	300.26	193.59	无	0	无	0	寻路前点	40437	寻路后点	40439	无	0	-1
40439	174.6	300.22	193.58	无	0	无	0	寻路前点	40438	寻路后点	40440	无	0	-1
40440	188.6	301.44	193.57	无	0	无	0	寻路前点	40439	无	0	无	0	-1
40441	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40442	无	0	-1
40442	133.7	300.05	324	无	0	无	0	寻路前点	40441	寻路后点	40443	无	0	-1
40443	122	300.05	312.6	无	0	无	0	无	0	寻路后点	40444	无	0	-1
40444	97.2	300.2	301.1	无	0	无	0	寻路前点	40443	寻路后点	40445	无	0	-1
40445	88.1	300.05	285.1	无	0	无	0	寻路前点	40444	寻路后点	40446	无	0	-1
40446	89.1	300.05	262.4	无	0	无	0	寻路前点	40445	寻路后点	40425	无	0	-1
40447	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40448	无	0	-1
40448	250.5	300.05	326	无	0	无	0	寻路前点	40447	寻路后点	40449	无	0	-1
40449	226.7	300.05	323.4	无	0	无	0	无	0	寻路后点	40450	无	0	-1
40450	204.6	300.05	322	无	0	无	0	寻路前点	40449	寻路后点	40451	无	0	-1
40451	181.3	300.05	318.9	无	0	无	0	寻路前点	40450	寻路后点	40452	无	0	-1
40452	158.7	300.05	315.1	无	0	无	0	寻路前点	40451	寻路后点	40453	无	0	-1
40453	139	300.46	314	无	0	无	0	寻路前点	40452	寻路后点	40443	无	0	-1
40454	339.87	300.05	259.88	无	0	无	0	无	0	寻路后点	40455	无	0	-1
40455	328.99	300.05	263.34	无	0	无	0	寻路前点	40454	寻路后点	40456	无	0	-1
40456	322.96	300.05	271.47	无	0	无	0	寻路前点	40455	寻路后点	40457	无	0	-1
40457	318.94	300.05	280.94	无	0	无	0	寻路前点	40456	寻路后点	40458	无	0	-1
40458	314.82	300.04	292.23	无	0	无	0	寻路前点	40457	寻路后点	40459	无	0	-1
40459	311.66	299.9	301.89	无	0	无	0	寻路前点	40458	寻路后点	40460	无	0	-1
40460	302.7	300.03	308.5	无	0	无	0	寻路前点	40459	寻路后点	40461	无	0	-1
40461	289.7	300.05	312	无	0	无	0	寻路前点	40460	寻路后点	40462	无	0	-1
40462	274	300.05	315.3	无	0	无	0	寻路前点	40461	寻路后点	40463	无	0	-1
40463	259	300.05	317.1	无	0	无	0	寻路前点	40462	寻路后点	40464	无	0	-1
40464	242.1	300.05	319.6	无	0	无	0	寻路前点	40463	寻路后点	40449	无	0	-1
40465	58.5	300.05	256.46	无	0	无	0	无	0	寻路后点	40466	无	0	-1
40466	72.3	300.05	265.7	无	0	无	0	寻路前点	40465	寻路后点	40467	无	0	-1
40467	81.6	300.05	282	无	0	无	0	寻路前点	40466	寻路后点	40468	无	0	-1
40468	96.42	300.33	298.34	无	0	无	0	寻路前点	40467	寻路后点	40469	无	0	-1
40469	121.6	300.05	312.4	无	0	无	0	寻路前点	40468	寻路后点	40470	无	0	-1
40470	143.8	300.05	313.54	无	0	无	0	寻路前点	40469	寻路后点	40471	无	0	-1
40471	168	300.05	319.6	无	0	无	0	寻路前点	40470	寻路后点	40472	无	0	-1
40472	188.3	300.05	328.5	无	0	无	0	寻路前点	40471	寻路后点	40473	无	0	-1
40473	201.9	300.05	318.3	无	0	无	0	寻路前点	40472	寻路后点	40474	无	0	-1
40474	200.06	300.44	302.5	无	0	无	0	无	0	寻路后点	40475	无	0	-1
40475	199.73	307.27	281.9	无	0	无	0	寻路前点	40474	寻路后点	40476	无	0	-1
40476	199.71	307.73	262.79	无	0	无	0	寻路前点	40475	寻路后点	40477	无	0	-1
40477	200.09	300.22	240.05	无	0	无	0	寻路前点	40476	寻路后点	40478	无	0	-1
40478	199.81	300.31	227.7	无	0	无	0	寻路前点	40477	寻路后点	40479	无	0	-1
40479	200.09	301.22	214.31	无	0	无	0	寻路前点	40478	寻路后点	40480	无	0	-1
40480	200.16	301.43	204.83	无	0	无	0	寻路前点	40479	无	0	无	0	-1
40481	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40482	无	0	-1
40482	144.5	300.05	324.8	无	0	无	0	寻路前点	40481	寻路后点	40483	无	0	-1
40483	159.2	300.05	322.8	无	0	无	0	寻路前点	40482	寻路后点	40484	无	0	-1
40484	175.1	300.05	325.4	无	0	无	0	寻路前点	40483	寻路后点	40485	无	0	-1
40485	194.2	300.06	327.4	无	0	无	0	寻路前点	40484	寻路后点	40486	无	0	-1
40486	199.2	300.05	317.3	无	0	无	0	寻路前点	40485	寻路后点	40474	无	0	-1
40487	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40488	无	0	-1
40488	255	300.05	328.8	无	0	无	0	寻路前点	40487	寻路后点	40489	无	0	-1
40489	239	300.05	324.6	无	0	无	0	寻路前点	40488	寻路后点	40490	无	0	-1
40490	221.5	300.05	327.6	无	0	无	0	寻路前点	40489	寻路后点	40491	无	0	-1
40491	206.9	300.05	324.9	无	0	无	0	寻路前点	40490	寻路后点	40492	无	0	-1
40492	201	300.05	316.1	无	0	无	0	寻路前点	40491	寻路后点	40474	无	0	-1
40493	339.87	300.05	259.88	无	0	无	0	无	0	寻路后点	40494	无	0	-1
40494	328.99	300.05	263.34	无	0	无	0	寻路前点	40493	寻路后点	40495	无	0	-1
40495	322.96	300.05	271.47	无	0	无	0	寻路前点	40494	寻路后点	40496	无	0	-1
40496	318.94	300.05	280.94	无	0	无	0	寻路前点	40495	寻路后点	40497	无	0	-1
40497	314.82	300.04	292.23	无	0	无	0	寻路前点	40496	寻路后点	40498	无	0	-1
40498	311.66	300	301.89	无	0	无	0	寻路前点	40497	寻路后点	40499	无	0	-1
40499	302.7	300.03	308.5	无	0	无	0	寻路前点	40498	寻路后点	40500	无	0	-1
40500	289.7	300.05	312	无	0	无	0	寻路前点	40499	寻路后点	40501	无	0	-1
40501	274	300.05	315.3	无	0	无	0	寻路前点	40500	寻路后点	40502	无	0	-1
40502	259	300.05	317.1	无	0	无	0	寻路前点	40501	寻路后点	40503	无	0	-1
40503	242.1	300.05	319.6	无	0	无	0	寻路前点	40502	寻路后点	40504	无	0	-1
40504	226.7	300.05	323.4	无	0	无	0	寻路前点	40503	寻路后点	40505	无	0	-1
40505	204.6	300.05	322	无	0	无	0	寻路前点	40504	寻路后点	40474	无	0	-1
40506	58.5	300.05	256.46	无	0	无	0	无	0	寻路后点	40507	无	0	-1
40507	76.5	300.05	270.7	无	0	无	0	寻路前点	40506	寻路后点	40508	无	0	-1
40508	85.3	300.05	290.9	无	0	无	0	寻路前点	40507	寻路后点	40509	无	0	-1
40509	103.2	300.05	310.8	无	0	无	0	寻路前点	40508	寻路后点	40510	无	0	-1
40510	134.7	300.35	314.3	无	0	无	0	寻路前点	40509	寻路后点	40511	无	0	-1
40511	168.1	300.05	322.3	无	0	无	0	无	0	寻路后点	40512	无	0	-1
40512	205.6	300.06	328.5	无	0	无	0	寻路前点	40511	寻路后点	40513	无	0	-1
40513	234.3	300.05	325.4	无	0	无	0	寻路前点	40512	寻路后点	40514	无	0	-1
40514	270.7	300.05	315.8	无	0	无	0	无	0	寻路后点	40515	无	0	-1
40515	303.8	300.03	307.4	无	0	无	0	寻路前点	40514	寻路后点	40516	无	0	-1
40516	317.3	300.05	291.9	无	0	无	0	寻路前点	40515	寻路后点	40517	无	0	-1
40517	321.7	300.05	270.6	无	0	无	0	寻路前点	40516	寻路后点	40518	无	0	-1
40518	324.1	300.05	246.4	无	0	无	0	无	0	寻路后点	40519	无	0	-1
40519	323.96	300.05	226.15	无	0	无	0	寻路前点	40518	寻路后点	40520	无	0	-1
40520	319.59	300.05	212.24	无	0	无	0	寻路前点	40519	寻路后点	40521	无	0	-1
40521	292.01	306.74	194.92	无	0	无	0	寻路前点	40520	寻路后点	40522	无	0	-1
40522	269.25	305.73	193.05	无	0	无	0	寻路前点	40521	寻路后点	40523	无	0	-1
40523	246.3	300.22	193.91	无	0	无	0	寻路前点	40522	寻路后点	40524	无	0	-1
40524	228.98	300.22	193.91	无	0	无	0	寻路前点	40523	寻路后点	40525	无	0	-1
40525	212.11	301.44	193.83	无	0	无	0	寻路前点	40524	无	0	无	0	-1
40526	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40511	无	0	-1
40527	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40514	无	0	-1
40528	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40518	无	0	-1
40529	102.65	305.37	199.33	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40530	102.65	305.37	196.33	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40531	102.65	305.37	193.33	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40532	102.65	305.37	190.33	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40533	82.04	300.89	174.5	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40534	75.04	299.1	169.44	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40535	76.42	298.96	163.93	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40536	86.6	301.42	166.75	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40537	88.46	300.08	144.66	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40538	82.52	300.09	146.14	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40539	81.9	300.08	139.81	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40540	89.08	300.08	150.99	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40541	97.79	300.28	141.45	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40542	102.41	300.08	157.05	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40543	93.38	300.07	147.26	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40544	104.83	300.09	154.14	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40545	76.36	300.07	144.05	朝向	1.49	无	0	无	0	无	0	无	0	-1
40546	72.26	300.12	135.43	朝向	1.49	无	0	无	0	无	0	无	0	-1
40547	71.25	300.28	144.05	朝向	1.49	无	0	无	0	无	0	无	0	-1
40548	77.37	300.09	135.43	朝向	1.49	无	0	无	0	无	0	无	0	-1
40549	135.12	299.92	287.69	朝向	1.57	无	0	无	0	无	0	无	0	-1
40550	148.04	300.33	286.91	朝向	1.57	无	0	无	0	无	0	无	0	-1
40551	142.18	299.97	285.96	朝向	1.57	无	0	无	0	无	0	无	0	-1
40552	159.23	299.92	285.23	朝向	1.57	无	0	无	0	无	0	无	0	-1
40553	154.72	300.45	288.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40554	168.05	300.01	291.47	朝向	1.57	无	0	无	0	无	0	无	0	-1
40555	166.74	299.93	286.04	朝向	1.57	无	0	无	0	无	0	无	0	-1
40556	152.07	300.5	284.05	朝向	1.57	无	0	无	0	无	0	无	0	-1
40557	204.31	305.37	289.53	朝向	1.57	无	0	无	0	无	0	无	0	-1
40558	201.31	305.37	289.54	朝向	1.57	无	0	无	0	无	0	无	0	-1
40559	198.31	305.37	289.54	朝向	1.57	无	0	无	0	无	0	无	0	-1
40560	195.31	305.37	289.55	朝向	1.57	无	0	无	0	无	0	无	0	-1
40561	268.03	298.39	286.81	朝向	1.57	无	0	无	0	无	0	无	0	-1
40562	255.11	299.77	286.03	朝向	1.57	无	0	无	0	无	0	无	0	-1
40563	260.97	299.65	285.08	朝向	1.57	无	0	无	0	无	0	无	0	-1
40564	243.92	300.05	284.35	朝向	1.57	无	0	无	0	无	0	无	0	-1
40565	248.43	299.79	287.72	朝向	1.57	无	0	无	0	无	0	无	0	-1
40566	235.1	300.05	290.59	朝向	1.57	无	0	无	0	无	0	无	0	-1
40567	236.41	300.05	285.16	朝向	1.57	无	0	无	0	无	0	无	0	-1
40568	251.08	300	283.17	朝向	1.57	无	0	无	0	无	0	无	0	-1
40569	295.49	305.37	199.33	无	0	无	0	无	0	无	0	无	0	-1
40570	295.46	305.37	196.33	无	0	无	0	无	0	无	0	无	0	-1
40571	295.26	305.37	193.33	无	0	无	0	无	0	无	0	无	0	-1
40572	295.05	305.37	190.33	无	0	无	0	无	0	无	0	无	0	-1
40573	309.47	300.52	174.98	无	0	无	0	无	0	无	0	无	0	-1
40574	316.47	300.55	169.92	无	0	无	0	无	0	无	0	无	0	-1
40575	315.09	300.14	164.41	无	0	无	0	无	0	无	0	无	0	-1
40576	304.91	300.06	167.23	无	0	无	0	无	0	无	0	无	0	-1
40577	310.72	299.34	147.86	无	0	无	0	无	0	无	0	无	0	-1
40578	316.66	299.47	149.34	无	0	无	0	无	0	无	0	无	0	-1
40579	317.28	299.57	143.01	无	0	无	0	无	0	无	0	无	0	-1
40580	310.1	299.77	154.19	无	0	无	0	无	0	无	0	无	0	-1
40581	307.35	300.33	127.09	无	0	无	0	无	0	无	0	无	0	-1
40582	302.73	299.66	142.69	无	0	无	0	无	0	无	0	无	0	-1
40583	311.76	299.73	132.9	无	0	无	0	无	0	无	0	无	0	-1
40584	300.31	299.82	139.78	无	0	无	0	无	0	无	0	无	0	-1
40585	322.56	299.55	135.44	无	0	无	0	无	0	无	0	无	0	-1
40586	326.66	299.52	126.82	无	0	无	0	无	0	无	0	无	0	-1
40587	327.67	299.78	135.44	无	0	无	0	无	0	无	0	无	0	-1
40588	321.55	299.4	126.82	无	0	无	0	无	0	无	0	无	0	-1
40589	37.5	303.05	246.1	无	0	无	0	无	0	寻路后点	40590	无	0	-1
40590	47.62	300.47	236.95	无	0	无	0	寻路前点	40589	寻路后点	40591	无	0	-1
40591	54.09	299.32	225.53	无	0	无	0	寻路前点	40590	寻路后点	40592	无	0	-1
40592	60.14	298.72	201.95	无	0	无	0	寻路前点	40591	寻路后点	40593	无	0	-1
40593	76.37	298.84	195.06	无	0	无	0	寻路前点	40592	寻路后点	40594	无	0	-1
40594	99.95	305.36	194.29	无	0	无	0	无	0	寻路后点	40595	无	0	-1
40595	106.75	305.95	194.51	无	0	无	0	寻路前点	40594	寻路后点	40596	无	0	-1
40596	127.69	307.48	194.28	无	0	无	0	寻路前点	40595	寻路后点	40597	无	0	-1
40597	146.49	301.04	194.19	无	0	无	0	寻路前点	40596	寻路后点	40598	无	0	-1
40598	160.94	300.3	194.61	无	0	无	0	寻路前点	40597	寻路后点	40599	无	0	-1
40599	172.9	300.22	193.9	无	0	无	0	寻路前点	40598	寻路后点	40600	无	0	-1
40600	187.2	301.58	194.1	无	0	无	0	寻路前点	40599	无	0	无	0	-1
40601	199.03	303.05	371.09	无	0	无	0	无	0	寻路后点	40602	无	0	-1
40602	198	299.51	345.3	无	0	无	0	寻路前点	40601	寻路后点	40603	无	0	-1
40603	187.5	299.58	331.9	无	0	无	0	无	0	寻路后点	40604	无	0	-1
40604	170.6	299.08	318.3	无	0	无	0	寻路前点	40603	寻路后点	40605	无	0	-1
40605	158.4	298.02	313.7	无	0	无	0	寻路前点	40604	寻路后点	40606	无	0	-1
40606	138.97	296.64	316.18	无	0	无	0	寻路前点	40605	寻路后点	40607	无	0	-1
40607	117.1	295	304.3	无	0	无	0	寻路前点	40606	寻路后点	40608	无	0	-1
40608	101.6	295.26	283	无	0	无	0	寻路前点	40607	寻路后点	40609	无	0	-1
40609	96.6	297.61	256.6	无	0	无	0	寻路前点	40608	寻路后点	40610	无	0	-1
40610	86.3	299.51	236.6	无	0	无	0	寻路前点	40609	寻路后点	40611	无	0	-1
40611	86.3	300.95	211.1	无	0	无	0	寻路前点	40610	寻路后点	40594	无	0	-1
40612	360.35	303.05	243.78	无	0	无	0	无	0	寻路后点	40613	无	0	-1
40613	344.18	299.77	233.07	无	0	无	0	寻路前点	40612	寻路后点	40614	无	0	-1
40614	327.6	299.18	228	无	0	无	0	寻路前点	40613	寻路后点	40615	无	0	-1
40615	320.2	298.31	249.1	无	0	无	0	寻路前点	40614	寻路后点	40616	无	0	-1
40616	302.7	296.34	274.9	无	0	无	0	寻路前点	40615	寻路后点	40617	无	0	-1
40617	296.7	295.07	301.5	无	0	无	0	寻路前点	40616	寻路后点	40618	无	0	-1
40618	265.4	296.82	300.1	无	0	无	0	寻路前点	40617	寻路后点	40619	无	0	-1
40619	244.6	298.47	307.6	无	0	无	0	寻路前点	40618	寻路后点	40620	无	0	-1
40620	232.4	299.78	313.5	无	0	无	0	寻路前点	40619	寻路后点	40621	无	0	-1
40621	212.6	299.33	322.9	无	0	无	0	寻路前点	40620	寻路后点	40622	无	0	-1
40622	197.6	299.29	327.3	无	0	无	0	寻路前点	40621	寻路后点	40603	无	0	-1
