Id	Description	CharModelID	Width	IsImportantNpc	IsLoadLowNpc
28172	黑棋	28056	30	1	1
28173	第一第二天宝石棋局-Boss	28017	80	1	1
28174	第一第二天宝石棋局-小怪2-黑子	28019	80	1	1
28175	第一第二天宝石棋局-宝箱-50进度	13126	0	1	-1
28176	第一第二天宝石棋局-宝箱-150进度	13126	0	1	-1
28180	黑棋	28056	30	1	1
10012	白驼山接引使	13164	0	1	1
10014	无尘寺接引僧	13012	0	1	1
10015	峨眉派接引姑姑	13013	0	1	1
10016	逍遥派接引使	13014	0	1	1
10017	武当派接引道长	13015	0	1	1
10018	丐帮接引长老	13016	0	1	1
10019	天山派接引使	13017	0	1	1
10020	明教接引使	13018	0	1	1
10021	天龙寺接引僧	13019	0	1	1
10022	星宿派接引弟子	13020	0	1	1
10023	玄机接引护卫	13021	0	1	1
10024	拜师入职接引NPC	326	0	1	1
10025	帮会-帮会总管	14000	0	1	1
10026	帮会-环线任务接取NPC	14001	0	1	-1
10027	帮会-聚义厅长老	14002	0	1	-1
10028	帮会-仓库长老	14003	0	1	-1
10029	帮会-工坊长老	14004	0	1	-1
10030	帮会-破魔堂长老	14005	0	1	-1
10031	帮会-修炼房长老	14006	0	1	-1
10032	帮会-日常物资提交任务接取NPC	14007	0	1	-1
10033	帮会环线-NPC	14008	0	1	-1
10034	帮会环线-NPC	14009	0	1	-1
10035	帮会环线-NPC	14010	0	1	-1
10036	帮会环线-NPC	14011	0	1	-1
10037	帮会环线-NPC	14012	0	1	-1
10038	帮会环线-NPC	14013	0	1	-1
10039	帮会环线-NPC	14014	0	1	-1
10040	帮会环线-NPC	14015	0	1	-1
10041	帮会环线-测试NPC（仅供测试）	14016	0	1	-1
10042	帮会环线-第十环小怪-NPC	14017	0	1	-1
10043	帮会环线-第十环副本-BOSS	14018	0	1	-1
10047	帮会日常物资提交-应景供桌	14019	0	1	-1
10052	特殊使用，其他功能勿用——拜师入职技能目标空NPC	-1	0	1	-1
10053	主城-珍兽繁殖	196	0	1	-1
10054	拜师入职跟班-无尘弟子	13046	0	1	-1
10055	拜师入职跟班-峨眉弟子	13047	0	1	-1
10056	拜师入职跟班-逍遥弟子	13048	0	1	-1
10057	拜师入职跟班-武当弟子	13049	0	1	-1
10058	拜师入职跟班-丐帮弟子	13050	0	1	-1
10059	拜师入职跟班-天山弟子	13051	0	1	-1
10060	拜师入职跟班-明教弟子	13052	0	1	-1
10061	拜师入职跟班-天龙弟子	13053	0	1	-1
10062	拜师入职跟班-星宿弟子	13054	0	1	-1
10063	拜师入职跟班-玄机弟子	13055	0	1	-1
10064	拜师入职跟班-无尘弟子	13056	0	1	-1
10065	拜师入职跟班-峨眉弟子	13057	0	1	-1
10066	拜师入职跟班-逍遥弟子	13058	0	1	-1
10067	拜师入职跟班-武当弟子	13059	0	1	-1
10068	拜师入职跟班-丐帮弟子	13060	0	1	-1
10069	拜师入职跟班-天山弟子	13061	0	1	-1
10070	拜师入职跟班-明教弟子	13062	0	1	-1
10071	拜师入职跟班-天龙弟子	13063	0	1	-1
10072	拜师入职跟班-星宿弟子	13064	0	1	-1
10073	拜师入职跟班-玄机弟子	13065	0	1	-1
10074	拜师入职跟班-无尘弟子	13066	0	1	-1
10075	拜师入职跟班-峨眉弟子	13067	0	1	-1
10076	拜师入职跟班-逍遥弟子	13068	0	1	-1
10077	拜师入职跟班-武当弟子	13069	0	1	-1
10078	拜师入职跟班-丐帮弟子	13070	0	1	-1
10079	拜师入职跟班-天山弟子	13071	0	1	-1
10080	拜师入职跟班-明教弟子	13072	0	1	-1
10081	拜师入职跟班-天龙弟子	13073	0	1	-1
10082	拜师入职跟班-星宿弟子	13074	0	1	-1
10083	拜师入职跟班-玄机弟子	13075	0	1	-1
10084	拜师入职跟班-无尘弟子	13046	0	1	-1
10085	拜师入职跟班-峨眉弟子	13047	0	1	-1
10086	拜师入职跟班-逍遥弟子	13048	0	1	-1
10087	拜师入职跟班-武当弟子	13049	0	1	-1
10088	拜师入职跟班-丐帮弟子	13050	0	1	-1
10089	拜师入职跟班-天山弟子	13051	0	1	-1
10090	拜师入职跟班-明教弟子	13052	0	1	-1
10091	拜师入职跟班-天龙弟子	13053	0	1	-1
10092	拜师入职跟班-星宿弟子	13054	0	1	-1
10093	拜师入职跟班-玄机弟子	13055	0	1	-1
10094	拜师入职跟班-无尘弟子	13056	0	1	-1
10095	拜师入职跟班-峨眉弟子	13057	0	1	-1
10096	拜师入职跟班-逍遥弟子	13058	0	1	-1
10097	拜师入职跟班-武当弟子	13059	0	1	-1
10098	拜师入职跟班-丐帮弟子	13060	0	1	-1
10099	拜师入职跟班-天山弟子	13061	0	1	-1
10100	拜师入职跟班-明教弟子	13062	0	1	-1
10101	拜师入职跟班-天龙弟子	13063	0	1	-1
10102	拜师入职跟班-星宿弟子	13064	0	1	-1
10103	拜师入职跟班-玄机弟子	13065	0	1	-1
10104	拜师入职跟班-无尘弟子	13066	0	1	-1
10105	拜师入职跟班-峨眉弟子	13067	0	1	-1
10106	拜师入职跟班-逍遥弟子	13068	0	1	-1
10107	拜师入职跟班-武当弟子	13069	0	1	-1
10108	拜师入职跟班-丐帮弟子	13070	0	1	-1
10109	拜师入职跟班-天山弟子	13071	0	1	-1
10110	拜师入职跟班-明教弟子	13072	0	1	-1
10111	拜师入职跟班-天龙弟子	13073	0	1	-1
10112	拜师入职跟班-星宿弟子	13074	0	1	-1
10113	拜师入职跟班-玄机弟子	13075	0	1	-1
10114	帮会传送（洛阳皇宫）	14020	0	1	-1
10115	玄难大师【常驻】	180	0	1	-1
10116	1级打猎-无量山-猴子	13098	0	1	-1
10117	1级打猎-无量山-巨蟒	13097	0	1	-1
10118	1级打猎-无量山-鹰	13096	0	1	-1
10119	1级打猎-无量山-巨蟒	13097	0	1	-1
10120	1级打猎-无量山-地图显示空NPC	161	0	1	-1
10121	2级打猎-姑苏-猴子	13098	0	1	-1
10122	2级打猎-姑苏-毒蛇	13100	0	1	-1
10123	2级打猎-姑苏-毒蜂	13101	0	1	-1
10124	2级打猎-姑苏-鹰	13096	0	1	-1
10125	2级打猎-姑苏-地图显示空NPC	161	0	1	-1
10126	3级打猎-无锡-毒蛇	13100	0	1	-1
10127	3级打猎-无锡-巨蟒	13097	0	1	-1
10128	3级打猎-无锡-毒蜂	13101	0	1	-1
10129	3级打猎-无锡-猴子	13098	0	1	-1
10130	3级打猎-无锡-地图显示空NPC	161	0	1	-1
10131	4级打猎-辽西草原-老虎	13095	0	1	-1
10132	4级打猎-辽西草原-鹰	13096	0	1	-1
10133	4级打猎-辽西草原-狼	13120	0	1	-1
10134	4级打猎-辽西草原-毒蜂	13101	0	1	-1
10135	4级打猎-辽西草原-地图显示空NPC	161	0	1	-1
10136	5级打猎-敦煌沙漠-猴子	13098	0	1	-1
10137	5级打猎-敦煌沙漠-巨蟒	13097	0	1	-1
10138	5级打猎-敦煌沙漠-鹰	13096	0	1	-1
10139	5级打猎-敦煌沙漠-老虎	13095	0	1	-1
10140	5级打猎-敦煌沙漠-地图显示空NPC	161	0	1	-1
10141	6级打猎-占位待定-猴子	13098	0	1	-1
10142	6级打猎-占位待定-巨蟒	13097	0	1	-1
10143	6级打猎-占位待定-鹰	13096	0	1	-1
10144	6级打猎-占位待定-老虎	13095	0	1	-1
10145	6级打猎-占位待定-地图显示空NPC	161	0	1	-1
10146	7级打猎-占位待定-猴子	13098	0	1	-1
10147	7级打猎-占位待定-巨蟒	13097	0	1	-1
10148	7级打猎-占位待定-鹰	13096	0	1	-1
10149	7级打猎-占位待定-老虎	13095	0	1	-1
10150	7级打猎-占位待定-地图显示空NPC	161	0	1	-1
10151	8级打猎-占位待定-猴子	13098	0	1	-1
10152	8级打猎-占位待定-巨蟒	13097	0	1	-1
10153	8级打猎-占位待定-鹰	13096	0	1	-1
10154	8级打猎-占位待定-老虎	13095	0	1	-1
10155	8级打猎-占位待定-地图显示空NPC	161	0	1	-1
10156	9级打猎-占位待定-猴子	13098	0	1	-1
10157	9级打猎-占位待定-巨蟒	13097	0	1	-1
10158	9级打猎-占位待定-鹰	13096	0	1	-1
10159	9级打猎-占位待定-老虎	13095	0	1	-1
10160	9级打猎-占位待定-地图显示空NPC	161	0	1	-1
10161	10级打猎-占位待定-猴子	13098	0	1	-1
10162	10级打猎-占位待定-巨蟒	13097	0	1	-1
10163	10级打猎-占位待定-鹰	13096	0	1	-1
10164	10级打猎-占位待定-老虎	13095	0	1	-1
10165	10级打猎-占位待定-地图显示空NPC	161	0	1	-1
10166	11级打猎-占位待定-猴子	13098	0	1	-1
10167	11级打猎-占位待定-巨蟒	13097	0	1	-1
10168	11级打猎-占位待定-鹰	13096	0	1	-1
10169	11级打猎-占位待定-老虎	13095	0	1	-1
10170	11级打猎-占位待定-地图显示空NPC	161	0	1	-1
10171	12级打猎-占位待定-猴子	13098	0	1	-1
10172	12级打猎-占位待定-巨蟒	13097	0	1	-1
10173	12级打猎-占位待定-鹰	13096	0	1	-1
10174	12级打猎-占位待定-老虎	13095	0	1	-1
10175	12级打猎-占位待定-地图显示空NPC	161	0	1	-1
10176	13级打猎-占位待定-猴子	13098	0	1	-1
10177	13级打猎-占位待定-巨蟒	13097	0	1	-1
10178	13级打猎-占位待定-鹰	13096	0	1	-1
10179	13级打猎-占位待定-老虎	13095	0	1	-1
10180	13级打猎-占位待定-地图显示空NPC	161	0	1	-1
10181	14级打猎-占位待定-猴子	13098	0	1	-1
10182	14级打猎-占位待定-巨蟒	13097	0	1	-1
10183	14级打猎-占位待定-鹰	13096	0	1	-1
10184	14级打猎-占位待定-老虎	13095	0	1	-1
10185	14级打猎-占位待定-地图显示空NPC	161	0	1	-1
10186	15级打猎-占位待定-猴子	13098	0	1	-1
10187	15级打猎-占位待定-巨蟒	13097	0	1	-1
10188	15级打猎-占位待定-鹰	13096	0	1	-1
10189	15级打猎-占位待定-老虎	13095	0	1	-1
10190	15级打猎-占位待定-地图显示空NPC	161	0	1	-1
10191	绘卷NPC-少年张择端	13102	0	1	-1
10192	帮会-富甲天下-钱夫人	14021	0	1	-1
10199	往生河谷-孟娘	14539	0	1	-1
10200	帮会-帮战入口NPC	14022	0	1	-1
10201	实体摆摊-店小二	13103	0	1	-1
10202	黑市商人-兑换NPC	102	0	1	-1
10203	帮会-0级属地-气氛组-少年男	14023	0	1	-1
10204	帮会-0级属地-气氛组-比武男	14024	0	1	-1
10205	帮会-0级属地-气氛组-少女	14025	0	1	-1
10206	帮会-0级属地-气氛组-医生	14026	0	1	-1
10207	帮会-0级属地-气氛组-大理女	14027	0	1	-1
10208	帮会-0级属地-气氛组-猴子	14028	0	1	-1
10209	帮会-0级属地-气氛组-悍妇	14029	0	1	-1
10210	帮会-0级属地-气氛组-弓箭手	14030	0	1	-1
10211	帮会-0级属地-气氛组-狼	14031	0	1	-1
10212	帮会-0级属地-气氛组-豹子	14032	0	1	-1
10213	帮会-0级属地-气氛组-渔夫	14033	0	1	-1
10214	帮会-0级属地-气氛组-西夏女	14034	0	1	-1
10215	帮会-0级属地-气氛组-中原胖子	14035	0	1	-1
10216	帮会-0级属地-气氛组-打手	14036	0	1	-1
10217	帮会核心-0级城	14037	0	1	-1
10218	帮会核心-1级城	14038	0	1	-1
10219	帮会核心-2级城	14039	0	1	-1
10220	帮会核心-3级城	14040	0	1	-1
10221	宵小通用义士-宋朝官兵	13127	0	1	-1
10222	宵小通用义士-灵鹫宫使节（持剑）	13128	0	1	-1
10223	宵小通用义士-星宿双环弟子	13129	0	1	-1
10224	宵小通用义士-无量剑西宫精英（女）	13130	0	1	-1
10225	宵小通用义士-无量剑东宫精英	13131	0	1	-1
10226	宵小通用义士-灵鹫宫圣使	13132	0	1	-1
10227	宵小通用义士-宋朝将领	13133	0	1	-1
10228	宵小通用义士-星宿持幡弟子	13134	0	1	-1
10229	宵小无尘义士-无尘武僧	13135	0	1	-1
10230	宵小无尘义士-无尘武僧	13135	0	1	-1
10231	宵小无尘义士-无尘武僧	13135	0	1	-1
10232	宵小峨眉义士-灵鹫宫圣使	13132	0	1	-1
10233	宵小峨眉义士-无量剑西宫弟子（女）	13136	0	1	-1
10234	宵小峨眉义士-无量剑西宫精英（女）	13130	0	1	-1
10235	宵小逍遥义士-灵鹫宫圣使	13132	0	1	-1
10236	宵小逍遥义士-宋朝将领	13133	0	1	-1
10237	宵小逍遥义士-灵鹫宫圣使	13132	0	1	-1
10238	宵小武当义士-无量剑东宫弟子	13137	0	1	-1
10239	宵小武当义士-无量剑东宫精英	13131	0	1	-1
10240	宵小武当义士-宋朝将领	13133	0	1	-1
10241	宵小丐帮义士-丐帮长老	13138	0	1	-1
10242	宵小丐帮义士-丐帮持钵弟子	13139	0	1	-1
10243	宵小丐帮义士-丐帮持棒弟子	13140	0	1	-1
10244	宵小天山义士-灵鹫宫普通弟子	13141	0	1	-1
10245	宵小天山义士-灵鹫宫使节（持剑）	13128	0	1	-1
10246	宵小天山义士-灵鹫宫圣使	13132	0	1	-1
10247	宵小明教义士-宋朝官兵	13127	0	1	-1
10248	宵小明教义士-宋朝官兵	13127	0	1	-1
10249	宵小明教义士-宋朝官兵	13127	0	1	-1
10250	宵小天龙义士-天龙僧	13142	0	1	-1
10251	宵小天龙义士-宋朝官兵	13127	0	1	-1
10252	宵小天龙义士-宋朝官兵	13127	0	1	-1
10253	宵小星宿义士-星宿持幡弟子	13134	0	1	-1
10254	宵小星宿义士-星宿双环弟子	13129	0	1	-1
10255	宵小星宿义士-宋朝官兵	13127	0	1	-1
10256	宵小玄机义士-宋朝官兵	13127	0	1	-1
10257	宵小玄机义士-宋朝官兵	13127	0	1	-1
10258	宵小玄机义士-宋朝官兵	13127	0	1	-1
10259	宵小展示NPC-马	13143	0	1	-1
10260	宵小展示NPC-火堆	13144	0	1	1
10261	实体摆摊其他线程替代NPC	13005	0	1	-1
10262	大理-打造NPC-中原铁匠	239	0	1	-1
10263	洛阳-打造NPC-中原铁匠	239	0	1	-1
10264	预留-打造NPC-中原铁匠	239	0	1	-1
10265	大理-生活NPC-采茶女	139	0	1	-1
10266	洛阳-生活NPC-中原农夫	268	0	1	-1
10267	预留-生活NPC-中原农夫	268	0	1	-1
10268	大理-草药NPC-大夫	103	0	1	-1
10269	洛阳-草药NPC-大夫	103	0	1	-1
10270	预留-草药NPC-大夫	103	0	1	-1
10271	帮会跑商-洛阳老板娘	14041	0	1	-1
10272	帮会跑商-无锡老板娘	14042	0	1	-1
10273	帮会跑商-无量山老板娘	14043	0	1	-1
10274	帮会跑商-万劫谷老板娘	14044	0	1	-1
10275	帮会建设-空木牌	14045	0	1	1
10276	帮会建设-许愿树NPC	14046	0	1	-1
10277	帮会建设-战旗处NPC	14047	0	1	-1
10278	帮会建设-珍品阁NPC	14048	0	1	-1
10279	帮会建设-奇巧斋NPC	14049	0	1	-1
10280	帮会建设-南柯梦NPC	14050	0	1	-1
10281	帮会建设-商行NPC	14051	0	1	-1
10282	帮会跑商-气氛组摊位	14052	0	1	1
10283	拜师入职技能目标木桩	13000	0	1	1
10284	帮会属地建设-战旗处（1级-高级）	14053	0	1	1
10285	帮会属地建设-战旗处（1级-低级）	14054	0	1	1
10286	帮会建设-建筑前的空NPc	14055	0	1	-1
10287	帮会属地室内建筑_椅子	14056	0	1	-1
10288	帮会属地室内建筑_椅子空挂点	14057	0	1	-1
10289	帮会建设-神龛NPC	14051	0	1	-1
10290	帮会环-无量山-杨三喜	14058	0	1	-1
10291	帮会环-无量山-大长老	14059	0	1	-1
10292	帮会环-无量山-李大娘	14060	0	1	-1
10293	帮会环-无锡-孟夫人	14063	0	1	-1
10294	帮会环-无锡-根儿哥	14064	0	1	-1
10295	帮会建设-住所NPC	14090	0	1	-1
10296	帮会建设-寒玉谷NPC	14091	0	1	-1
10297	帮会建设-演武场NPC	14092	0	1	-1
10298	帮会建设-活力泉NPC	14093	0	1	-1
10299	峨眉-可爱小师妹	8580	0	1	-1
10300	峨眉-可爱小师妹	8580	0	1	-1
28085	日常珍珑棋局-同时围杀2个奖励npc	-1	0	1	-1
28086	日常珍珑棋局-同时围杀3个奖励npc	-1	0	1	-1
28087	日常珍珑棋局-同时围杀4个奖励npc	-1	0	1	-1
28088	日常珍珑棋局-同时围杀5个及以上奖励npc	-1	0	1	-1
28089	日常剿匪-二三当家都死统计	-1	0	1	-1
28090	帮会守卫弓箭手	28044	0	1	-1
28091	桌子	28045	0	1	1
28092	凳子	28046	0	1	1
28093	椅子	28047	0	1	1
28094	青铜鼎	28048	0	1	1
28095	陶罐1	28049	0	1	1
28096	陶罐2	28050	0	1	1
28097	香炉	28051	0	1	-1
28098	秦墓地宫陶罐1	28052	0	1	1
28099	秦墓地宫陶罐2	28053	0	1	1
28100	秦墓地宫陶罐3	28054	0	1	1
10301	帮会建设-空木牌	14045	0	1	1
10302	帮会建设-空木牌	14045	0	1	1
10303	帮会建设-空木牌	14045	0	1	1
10304	帮会建设-空木牌	14045	0	1	1
10305	帮会建设-空木牌	14045	0	1	1
10306	帮会建设-空木牌	14045	0	1	1
10307	帮会建设-空木牌	14045	0	1	1
10308	帮会建设-空木牌	14045	0	1	1
10309	帮会建设-空木牌	14045	0	1	1
10310	帮会建设-空木牌	14045	0	1	1
10311	帮会建设-空木牌	14045	0	1	1
10312	帮会建设-空木牌	14045	0	1	1
10313	帮会建设-空木牌	14045	0	1	1
10314	帮会建设-空木牌	14045	0	1	1
10315	帮会建设-空木牌	14045	0	1	1
10316	帮会建设-空木牌	14045	0	1	1
10317	帮会-城战宣战NPC	14095	0	1	-1
10318	弃用-洛阳-城战入口NPC	255	0	1	-1
10319	帮会-1级属地-气氛组-中原男1	14067	0	1	-1
10320	帮会-1级属地-气氛组-中原男2	14068	0	1	-1
10321	帮会-1级属地-气氛组-中原女1	14069	0	1	-1
10322	帮会-1级属地-气氛组-中原女2	14070	0	1	-1
10323	帮会-1级属地-气氛组-门口迎宾1	14071	0	1	-1
10324	帮会-1级属地-气氛组-门口迎宾2	14072	0	1	-1
10325	帮会-1级属地-气氛组-门口迎宾3	14073	0	1	-1
10326	帮会-1级属地-气氛组-门口迎宾4	14074	0	1	-1
10327	帮会-1级属地-气氛组-门口迎宾5	14075	0	1	-1
10328	帮会-1级属地-气氛组-门口迎宾6	14076	0	1	-1
10329	帮会-1级属地-气氛组-铁匠1	14077	0	1	-1
10330	帮会-1级属地-气氛组-医生1	14078	0	1	-1
10331	帮会-1级属地-气氛组-壮汉1	14079	0	1	-1
10332	帮会-1级属地-气氛组-壮汉2	14080	0	1	-1
10333	帮会-1级属地-气氛组-侍女1	14081	0	1	-1
10334	帮会-1级属地-气氛组-侍女2	14082	0	1	-1
10335	帮会-1级属地-气氛组-主建筑前造势1	14083	0	1	-1
10336	帮会-1级属地-气氛组-主建筑前造势2	14084	0	1	-1
10337	帮会-1级属地-气氛组-主建筑前造势3	14085	0	1	-1
10338	帮会-1级属地-气氛组-主建筑前造势4	14086	0	1	-1
10339	帮会属地室内建筑_中间椅子空挂点	14087	0	1	-1
10340	帮会属地建设-战旗处（2级-高级）	14053	0	1	1
10341	帮会属地建设-战旗处（2级-低级）	14054	0	1	1
10342	帮会属地建设-战旗处（3级-高级）	14053	0	1	1
10343	帮会属地建设-战旗处（3级-低级）	14054	0	1	1
10344	离线摆摊-少林职业（男）	30701	0	1	-1
10345	离线摆摊-峨眉职业（男）	30702	0	1	-1
10346	离线摆摊-逍遥职业（男）	30703	0	1	-1
10347	离线摆摊-武当职业（男）	30704	0	1	-1
10348	离线摆摊-丐帮职业（男）	30705	0	1	-1
10349	离线摆摊-天山职业（男）	30706	0	1	-1
10350	离线摆摊-明教职业（男）	30707	0	1	-1
10351	离线摆摊-大理职业（男）	30708	0	1	-1
10352	离线摆摊-星宿职业（男）	30709	0	1	-1
10353	离线摆摊-玄机职业（男）	30710	0	1	-1
10354	离线摆摊-少林职业（女）	30711	0	1	-1
10355	离线摆摊-峨眉职业（女）	30712	0	1	-1
10356	离线摆摊-逍遥职业（女）	30713	0	1	-1
10357	离线摆摊-武当职业（女）	30714	0	1	-1
10358	离线摆摊-丐帮职业（女）	30715	0	1	-1
10359	离线摆摊-天山职业（女）	30716	0	1	-1
10360	离线摆摊-明教职业（女）	30717	0	1	-1
10361	离线摆摊-大理职业（女）	30718	0	1	-1
10362	离线摆摊-星宿职业（女）	30719	0	1	-1
10363	离线摆摊-玄机职业（女）	30720	0	1	-1
10364	帮会运镖-起点-洛阳NPC	27501	0	1	-1
10365	帮会运镖-终点1-大理NPC	27502	0	1	-1
10366	帮会运镖-终点1-辽西草原NPC	27503	0	1	-1
10367	帮会运镖-终点1-姑苏郊外NPC	27504	0	1	-1
10368	帮会运镖-普通镖车（绿）	27505	0	1	-1
10369	帮会运镖-高级镖车	27506	0	1	-1
10370	剑湖宫副本-箭头	1019	0	1	-1
10371	洛阳饭馆经营-金掌柜	143	0	1	-1
10372	帮会运镖-普通镖车（蓝）	27507	0	1	-1
10373	帮会运镖-普通镖车（紫）	27508	0	1	-1
10374	洛阳气氛NPC无锡城市泼皮	193	50	1	-1
10375	诸保昆（怪物）	30610	0	1	-1
10376	战场箭头指引	10011	0	1	-1
10377	师徒日常-钟灵	132	0	1	-1
10378	师徒日常-木婉清	205	0	1	-1
10379	师徒日常-萧峰	178	0	1	1
10380	师徒日常-段誉	190	0	1	1
10381	师徒日常-鸠摩智	145	0	1	1
10382	师徒日常-慕容复	321	0	1	1
10383	师徒日常-王语嫣	138	0	1	-1
10384	师徒日常-阿朱	136	0	1	-1
10385	洛阳气氛NPC无锡城市泼皮	193	50	1	-1
10386	洛阳气氛NPC无锡城市泼皮	193	50	1	-1
10387	帮会跑商-残破商票回收NPC	14094	0	1	-1
10388	饭馆经营-食材采集指引点	161	0	1	-1
10389	华山论剑报名NPC	13145	0	1	1
10390	战旗底座	14096	0	1	1
10391	华山论剑-洛阳雕像-金（1级-79级）	14718	0	1	1
10392	华山论剑-洛阳雕像-银（1级-79级）	14719	0	1	1
10393	华山论剑-洛阳雕像-铜（1级-79级）	14720	0	1	1
10394	华山论剑-洛阳雕像-金（80级-89级）	14718	0	1	1
10395	华山论剑-洛阳雕像-银（80级-89级）	14719	0	1	1
10396	华山论剑-洛阳雕像-铜（80级-89级）	14720	0	1	1
10397	华山论剑-洛阳雕像-金（100级-119级）	14718	0	1	1
10398	华山论剑-洛阳雕像-银（100级-119级）	14719	0	1	1
10399	华山论剑-洛阳雕像-铜（100级-119级）	14720	0	1	1
10400	门派任务-天山-应景NPC	13017	0	1	1
10401	门派任务（100-109）-第5环	14721	0	1	1
10402	跨服城战入口NPC-帮会	317	0	1	-1
10403	帮会捐献入口NPC-帮会	14022	0	1	-1
10404	帮战阵营敌我旗帜空NPC	-1	0	1	-1
10405	星宿派接引弟子	13019	0	1	-1
10406	洛阳跨服传送NPC	253	0	1	-1
10407	跨服大世界传送NPC	253	0	1	-1
10408	跨服野外城寨安全区空NPC	-1	0	1	-1
10409	包打听【幽谷苍林】	11198	0	1	-1
10410	回血NPC	130	0	1	-1
10411	帮会争霸赛入口NPC	14022	0	1	-1
10412	金乌旗	13203	3	1	1
10413	月桂旗	13203	3	1	1
10414	星海旗	13203	3	1	1
10415	帮会争霸赛-本帮箭塔空NPC	13200	3	1	1
10416	帮会争霸赛-敌帮箭塔空NPC	13201	3	1	1
10417	离线摆摊-白驼山职业（男）	30721	0	1	-1
10418	离线摆摊-白驼山职业（女）	30722	0	1	-1
10450	【迷瘴林渊】少林	11301	0	1	1
10451	【迷瘴林渊】峨眉	11302	0	1	1
10452	【迷瘴林渊】丐帮	11303	0	1	1
10453	【迷瘴林渊】明教	11304	0	1	1
10454	【迷瘴林渊】星宿	11305	0	1	1
10500	虎王（BOSS）	28059	0	1	-1
10501	无量剑宗弟子（怪物）	188	0	1	-1
10502	鸠摩智（BOSS）	145	0	1	1
10504	万劫谷杀手（怪物）	199	0	1	-1
10505	少林武僧	14703	0	1	-1
10506	姿态切换副本助战npc-武当弟子	13005	0	1	-1
10601	端阳灯会场景退出场景NPC	30800	0	1	-1
10602	端阳灯会场景高级天灯	30801	0	1	1
10603	端阳灯会场景低级天灯	30802	0	1	1
10604	代言人陈公子	360	0	1	-1
10605	代言人樊掌门	361	0	1	-1
10606	代言人黄帮主	362	0	1	-1
10607	教师节夫子	6996	0	1	-1
10610	庙会活动-许愿牌坊	27511	0	1	1
10611	庙会活动-香-姻缘	27513	0	1	1
10612	庙会活动-香-财运	27513	0	1	1
10613	庙会活动-香-事业	27513	0	1	1
10614	庙会活动-香-家庭	27513	0	1	1
10615	庙会活动-香炉	27514	0	1	-1
10616	庙会活动-许愿牌坊	27512	0	1	-1
10617	庙会活动-变身-送财狐仙-元宝	27543	0	1	-1
10618	乔峰	8650	0	1	1
10619	虚竹	131	0	1	1
10620	段誉	10089	0	1	1
10621	阿朱	10191	0	1	-1
10622	阿碧	10188	0	1	-1
10623	王语嫣	138	0	1	-1
10624	金鞭客	124	0	1	-1
10625	小和尚	14704	0	1	-1
10626	庙会活动-变身-慕容复	27549	0	1	1
10627	庙会活动-阿东	30402	0	1	-1
10628	庙会活动-阿西	240	0	1	-1
10629	庙会活动-阿西	134	0	1	-1
10630	春节庙会-年兽-大“年兽”	27544	0	1	-1
10631	春节庙会-年兽-爆竹派送NPC	27546	0	1	-1
10632	春节庙会-年兽-中爆竹-触发NPC	27547	0	1	-1
10633	春节庙会-年兽-大爆竹-触发NPC	27548	0	1	-1
10634	庙会活动-师父	326	0	1	-1
10635	庙会活动-风	27550	0	1	-1
10636	庙会活动-神秘人	27551	0	1	1
10637	庙会活动-上香和尚	200	0	1	-1
10638	庙会活动-鸠摩智	145	0	1	1
10639	庙会活动-鸠摩智-敌方	145	0	1	1
10640	春节庙会-年兽-空物体	-1	0	1	-1
10641	庙会活动-雪师姐	14598	0	1	-1
10642	春节庙会-年兽-进战用空物体	-1	0	1	-1
10643	庙会活动-上香终点提示圈	27568	0	1	-1
10644	上香终点氛围NPC1	115	0	1	-1
10645	上香终点氛围NPC2	118	0	1	-1
10646	上香终点氛围NPC3	134	0	1	-1
10647	上香终点氛围NPC4	139	0	1	-1
10648	上香终点氛围NPC5	160	0	1	-1
10649	庙会氛围-神秘女子	14094	0	1	-1
10650	庙会氛围-阿东	30402	0	1	-1
10651	庙会氛围-阿西	240	0	1	-1
10652	庙会氛围-阿西	134	0	1	-1
10653	庙会氛围-和尚	200	0	1	-1
10654	春节庙会-年兽-地面箭头	159	0	1	-1
10655	春节庙会-套圈-分隔线空物体	-1	0	1	-1
10656	幽谷苍林故事-段誉	10089	0	1	1
10657	幽谷苍林故事-王语嫣	138	0	1	-1
10658	庙会副本入口-输出	10089	0	1	-1
10659	庙会副本入口-生存	8650	0	1	-1
10660	庙会副本入口-治疗	138	0	1	-1
10661	庙会副本入口-宠物	10188	0	1	-1
10662	庙会副本入口-无尘	131	0	1	-1
10663	庙会副本入口-峨眉	13013	0	1	-1
10664	庙会副本入口-逍遥	13014	0	1	-1
10665	庙会副本入口-武当	13015	0	1	-1
10666	庙会副本入口-丐帮	13016	0	1	-1
10667	庙会副本入口-天山	13017	0	1	-1
10668	庙会副本入口-明教	13018	0	1	-1
10669	庙会副本入口-星宿	13020	0	1	-1
10670	庙会副本入口-大理	13019	0	1	-1
10671	庙会副本入口-玄机	13021	0	1	-1
10672	庙会副本入口-输出-到期不可进入	10089	0	1	-1
10673	庙会副本入口-生存-到期不可进入	8650	0	1	-1
10674	庙会副本入口-治疗-到期不可进入	138	0	1	-1
10675	庙会副本入口-宠物-到期不可进入	10188	0	1	-1
10676	庙会副本入口-无尘-到期不可进入	131	0	1	-1
10677	庙会副本入口-峨眉-到期不可进入	13013	0	1	-1
10678	庙会副本入口-逍遥-到期不可进入	13014	0	1	-1
